dataset_name_en,url,Summary,Open conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en
The number of low-floor buses,https://data.gov.mo/Detail?id=9e45b415-c24d-4dc9-9079-02ef79518c3d,The number of low-floor buses,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/9e45b415-c24d-4dc9-9079-02ef79518c3d?token=y1nBeml5JROil9n2N90l0cXMOVaqCVZa7&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'amount', 'month']","['number', 'string', 'string', 'string', 'number']","['10', '100', '100', '100', '10']","['年份', '項目', '子項目', '總數', '月份']","['年份', '项目', '子项目', '总数', '月份']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,
The number of injury accidents Disease Control and Prevention category divided by age group,https://data.gov.mo/Detail?id=a18c1cc3-5620-4dfe-9d64-ee487836a60f,"Disease Control and Prevention category, the number of injuries to the age group division",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/a18c1cc3-5620-4dfe-9d64-ee487836a60f?token=XuMMkTiQ8iAUZM4R53uXnnLD6qO7O523&isNeedFile=0&lang=TC,"['year', 'ageGroup', 'gender', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '歲組', '性別', '傷害事故人數']","['年度', '岁组', '性别', '伤害事故人数']","['year', 'age group', 'gender', 'number of injuries']","['ano', 'grupo etário', 'sexo', 'número de vítimas por acidente']",FALSE,,,,,,,,
CDC category divided by age group HIV infection cases,https://data.gov.mo/Detail?id=a874a891-5bf7-4d1e-84ea-b968cddc5f4d,Disease prevention and control category to the age group division of HIV infection cases,Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/a874a891-5bf7-4d1e-84ea-b968cddc5f4d?token=xZ3tqhKxgs5NorXyAdvGBqDvMGbuHuOv2&isNeedFile=0&lang=TC,"['year', 'ageGroup', 'gender', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '歲組', '性別', '愛滋病病毒感染個案數目']","['年度', '岁组', '性别', '爱滋病病毒感染个案数目']","['year', 'age group', 'gender', 'number of HIV Infection cases']","['ano', 'grupo etário', 'sexo', 'casos de infecção por VIH']",FALSE,,,,,,,,
Especially taxis,https://data.gov.mo/Detail?id=d555ea13-c160-48b5-ae59-e6408bf6485d,Especially taxis,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/d555ea13-c160-48b5-ae59-e6408bf6485d?token=RFLIqGI8gfe3PSJOJzkXgOVScKxT3ZCV&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'amount', 'month']","['number', 'string', 'string', 'string', 'number']","['10', '100', '100', '100', '10']","['年份', '項目', '子項目', '總數', '月份']","['年份', '项目', '子项目', '总数', '月份']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,
Special SME Credit Guarantee Scheme statistics - Application Overview,https://data.gov.mo/Detail?id=f1a79cce-3968-492e-9dd4-eb3aaf5a73bf,SME credit guarantee program to provide special application and approval of annual statistical data,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/f1a79cce-3968-492e-9dd4-eb3aaf5a73bf?token=b4wZQeaphkyA269xewG7pvZrAZbTcL0H&isNeedFile=0&lang=TC,"['Year', 'Month', 'Applied', 'Approved', 'Rejected', 'ApprovedAmount']","['int', 'int', 'int', 'int', 'int', 'int']","['4', '2', '-', '-', '-', '-']","['年', '月', '申請宗數', '批准宗數', '不批准宗數', '批准金額']","['年', '月', '申请宗数', '批准宗数', '不批准宗数', '批准金额']","['Year', 'Month', 'Number of applications', 'Number of approved applications', 'Number of rejected applications', 'Approved amount']","['Ano', 'Mês', 'Número de pedidos', 'Número de pedidos aprovados', 'Número de pedidos indeferidos', 'Montantes aprovados']",FALSE,,,,,,,,
SME Assistance Program statistics - to benefit industry,https://data.gov.mo/Detail?id=28832daf-cc31-412b-b51c-c3f9cc3068f1,Statistical data provided SME assistance programs to benefit industry,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/28832daf-cc31-412b-b51c-c3f9cc3068f1?token=gw2NuQMUwsAjnWeGyOAMmoNmFYtGKtKdi&isNeedFile=0&lang=TC,"['Year', 'ChineseName', 'PortugueseName', 'ApprovedAmount']","['int', 'string', 'string', 'double']","['4', '*', '*', '*']","['年', '行業分類（中文）', '行業分類（葡文）', '批准金額（MOP）']","['年', '行业分类（中文）', '行业分类（葡文）', '批准金额（MOP）']","['Year', 'Classification of Economic Activities (Chinese)', 'Classification of Economic Activities (Portuguese)', 'Approved Amount (MOP)']","['Ano', 'Classificação de atividades econômicas (Chinês)', 'Classificação das Atividades Econômicas (português)', 'Montantes aprovados (MOP)']",FALSE,,,,,,,,
SME Credit Guarantee Scheme statistics - to benefit industry,https://data.gov.mo/Detail?id=b29dea65-b025-42d0-8d3e-99272bbe58d6,Provide SME Credit Guarantee Scheme to benefit industry statistics,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/b29dea65-b025-42d0-8d3e-99272bbe58d6?token=gInr4nXGaNdfyVTZYIakFrZBmjhbru1O&isNeedFile=0&lang=TC,"['Year', 'ChineseName', 'PortugueseName', 'ApprovedAmount']","['int', 'string', 'string', 'double']","['4', '*', '*', '-']","['年', '行業分類（中文）', '行業分類（葡文）', '批准金額（MOP）']","['年', '行业分类（中文）', '行业分类（葡文）', '批准金额（MOP）']","['Year', 'Classification of Economic Activities (Chinese)', 'Classification of Economic Activities (Portuguese)', 'Approved Amount (MOP)']","['Ano', 'Classificação de atividades econômicas (Chinês)', 'Classificação das Atividades Econômicas (português)', 'Montantes aprovados (MOP)']",FALSE,,,,,,,,
The number of students (by age and gender),https://data.gov.mo/Detail?id=96a98449-0a75-44b2-acc6-8fd330270661,The number of students (by age and gender),Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/96a98449-0a75-44b2-acc6-8fd330270661?token=lZbVb3yKSfH9buIFitQRg785HYFUd1pw&isNeedFile=0&lang=TC,"['year', 'age', 'male', 'female']","['string', 'number', 'number', 'number']","['-', '-', '-', '-']","['學年', '年齡', '男（人數）', '女（人數）']","['学年', '年龄', '男（人数）', '女（人数）']","['-', '-', '-', '-']","['Ano Lectivo', 'Idade', 'Masculino (Número de alunos)', 'Feminino (Número de alunos)']",FALSE,,,,,,,,
Encourage enterprises to upgrade statistical development subsidy program - Application Overview,https://data.gov.mo/Detail?id=d404b7d3-d088-47d3-b3df-ce63a12985b1,Encourage enterprises to upgrade to provide annual application development and approval of statistical data subsidy program,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,Quarterly,https://api.data.gov.mo/document/download/d404b7d3-d088-47d3-b3df-ce63a12985b1?token=JvoZ6vO9dWGZKiPuHqoU0m7EmCLrO0Nv&isNeedFile=0&lang=TC,"['PlanType', 'PeriodType', 'Year', 'Quarter', 'Applied', 'Approved', 'ApprovedAmount', 'UtilizationPercentage']","['int', 'int', 'int', 'int', 'int', 'int', 'double', 'double']","['-', '-', '-', '-', '-', '-', '-', '-']","['融資方式。 1 指銀行貸款；2 指融資租賃。', '統計的時間段。 1 表示統計由 2009 年至去年底； 2 表示統計由本年開始至現在。', '年', '季度。 0 表示整年統計。 1-4 分別表示第一至第四季。', '申請宗數', '批准宗數', '批准金額（MOP）', '使用率（百分比）']","['融资方式。 1 指银行贷款；2 指融资租赁。', '统计的时间段。 1 表示统计由 2009 年至去年底； 2 表示统计由本年开始至现在。', '年', '季度。 0 表示整年统计。 1-4 分别表示第一至第四季。', '申请宗数', '批准宗数', '批准金额（MOP）', '使用率（百分比）']","['Form of finance: 1 refers to bank loan; 2 refers to financial lease.', 'Statistical period. ""1"" refers to the statistics starting from year 2009 untill the end of last year; ""2"" refers to the statistics starting from the current year untill now.', 'Year', 'Quarter. ""0"" refers to the statistics for the whole year. ""1-4"" corresponds to respective quarters.', 'Number of applications', 'Number of approved applications', 'Approved Amount (MOP)', 'Utilization rate (percentage)']","['Forma de financiamento: 1 Crédito bancário; 2 Locação financeira.', 'Período da estatística. ""1"" quer dizer que a estatística foi feita a partir do ano 2009 até final do ano passado. ""2"" quer dizer que a estatística foi feita a partir do corrente ano até agora.', 'Ano', 'Trimestre. ""0"" corresponde a estatística do ano inteiro. ""1-4"" correspondem, respectivamente, 1.º a 4.º trimestre.', 'Número de pedidos', 'Número de pedidos aprovados', 'Montantes aprovados (MOP)', 'Taxa de utilização (Percentagem)']",FALSE,,,,,,,,
Macao air operator,https://data.gov.mo/Detail?id=00b9b887-2179-4185-ba26-0fdd351863ff,Approved air operator list,Completely open,Public transit,XLSXLSX,Civil Aviation Authority,(853) 28511213,aacm@aacm.gvo.mo,Per year,https://api.data.gov.mo/document/download/00b9b887-2179-4185-ba26-0fdd351863ff?token=p0apytuaBQKNXbVaE51PWmnev3gELPBH&isNeedFile=0&lang=TC,"['year', 'nameOperator', 'website']","['Datetime', 'String', 'String']","['-', '100', '100']","['年份', '經營人', '網站']","['年份', '经营人', '网站']","['Year', 'Operator', 'Website']","['Ano', 'Operador', 'Local na rede Internet']",FALSE,,,,,,,,
Vocational school department offered several technical courses (classified according to the school division),https://data.gov.mo/Detail?id=0222489c-2b61-42d0-a68b-d2209b483a56,Vocational school department offered several technical courses (classified according to the school division),Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/0222489c-2b61-42d0-a68b-d2209b483a56?token=BgTapNy9bpfPByG2tsWlbJc4tyjpCZib&isNeedFile=0&lang=TC,"['year', 'category', 'category_p', 'both', 'tech']","['string', 'string', 'string', 'number', 'number']","['-', '-', '-', '-', '-']","['學年', '各類學校', '各類學校（葡萄牙文）', '同時開辦普通文法和職業技術課程（校部數）', '只開辦職業技術課程（校部數）']","['学年', '各类学校', '各类学校（葡萄牙文）', '同时开办普通文法和职业技术课程（校部数）', '只开办职业技术课程（校部数）']","['-', '-', '-', '-', '-']","['Ano Lectivo', 'Tipo de escola', 'Tipo de escola (Port.)', 'Organiza os cursos de ensino técnico-profissional e gramática geral juntos (Número de unidades escolares)', 'Só organiza os cursos de ensino técnico-profissional (Número de unidades escolares)']",FALSE,,,,,,,,
Student enrollment statistics ─ Macao universities by local students and foreign students divided,https://data.gov.mo/Detail?id=284274cc-dc23-4265-829c-f8321ee86d1f,"By way of the academic year, provided by local students and foreign students divided by the number of students registered in Macao universities.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/284274cc-dc23-4265-829c-f8321ee86d1f?token=eK781vu88r2KfFvZgG76HZOQElsDYrGx&isNeedFile=0&lang=TC,"['period', 'localAndNon-localStudentTC', 'localAndNon-localStudentPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '本地生及外地生(繁體中文)', '本地生及外地生(葡文)', '註冊學生人數']","['年份', '本地生及外地生(繁体中文)', '本地生及外地生(葡文)', '注册学生人数']","['-', '-', '-', '-']","['Ano', 'Estudantes locais e do exterior (caracteres tradicionais chineses)', 'Estudantes locais e do exterior (caracteres em português)', 'Número de estudantes matriculados']",FALSE,,,,,,,,
The number of Macao universities teaching staff statistics ─ divided by hiring mode,https://data.gov.mo/Detail?id=2e002761-1b72-4579-9353-a8e9b7fe592f,"By way of the academic year, the number of Macao universities to provide teaching staff hired by the way divided.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/2e002761-1b72-4579-9353-a8e9b7fe592f?token=TdiyRYK99LRePHOn13tNRSbSYMpErnHFJ&isNeedFile=0&lang=TC,"['period', 'modeOfEmploymentTC', 'modeOfEmploymentPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '聘用方式(繁體中文)', '聘用方式(葡文)', '教學人員人數']","['年份', '聘用方式(繁体中文)', '聘用方式(葡文)', '教学人员人数']","['-', '-', '-', '-']","['Ano', 'Forma de contratação (caracteres chineses)', 'Forma de contratação (caracteres em português)', 'Número de docentes']",FALSE,,,,,,,,
The number of Macao students graduated from colleges and universities ─ statistics by sex,https://data.gov.mo/Detail?id=343a2c05-2af6-486d-b91c-e801d430d05b,"By way of the academic year, provided by sex of the number of students graduating from institutions of higher learning in Macau.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/343a2c05-2af6-486d-b91c-e801d430d05b?token=n21nuXMLdoA7SmCInjrcpxyohC5vZuWM&isNeedFile=0&lang=TC,"['period', 'genderTC', 'genderPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '性別(繁體中文)', '性別(葡文)', '畢業學生人數']","['年份', '性別(繁体中文)', '性別(葡文)', '毕业学生人数']","['-', '-', '-', '-']","['Ano', 'Sexo (caracteres chineses)', 'Sexo (caracteres em português)', 'Número de estudantes graduados']",FALSE,,,,,,,,
Each school teacher-student ratio (number of people),https://data.gov.mo/Detail?id=c5ea3924-ecf2-46e0-978c-3d449141edab,Each school teacher-student ratio (number of people),Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/c5ea3924-ecf2-46e0-978c-3d449141edab?token=JIhQeFOCmUG6Q29keMvYuCOFcxyFEMu1R&isNeedFile=0&lang=TC,"['year', 'category', 'category_p', 's_code', 's_code_name_c', 's_code_name_p', 'k', 'p', 's', 'spec', 'n']","['string', 'string', 'string', 'string', 'string', 'string', 'number', 'number', 'number', 'number', 'number']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['學年', '各類學校', '各類學校（葡萄牙文）', '校部編號', '校部名稱', '校部名稱（葡萄牙文）', '幼兒教育（師生比(人次數)）', '小學教育（師生比(人次數)）', '中學教育（師生比(人次數)）', '特殊教育（師生比(人次數)）', '校長和學校其他中、高層管理人員（師生比(人次數)）']","['学年', '各类学校', '各类学校（葡萄牙文）', '校部编号', '校部名称', '校部名称（葡萄牙文）', '幼儿教育（师生比(人次数)）', '小学教育（师生比(人次数)）', '中学教育（师生比(人次数)）', '特殊教育（师生比(人次数)）', '校长和学校其他中、高层管理人员（师生比(人次数)）']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Ano Lectivo', 'Tipo de escola', 'Tipo de escola (Port.)', 'Código da unidade escolar', 'Nome da unidade escolar', 'Nome da unidade escolar (Port.)', 'Ensino infantil (Rácio aluno/Pessoal docente (por FREQUÊNCIA))', 'Ensino primário (Rácio aluno/Pessoal docente (por FREQUÊNCIA))', 'Ensino secundário (Rácio aluno/Pessoal docente (por FREQUÊNCIA))', 'Ensino especial (Rácio aluno/Pessoal docente (por FREQUÊNCIA))', 'Directores e outros quadros médios e superiores de gestão da escola (Rácio aluno/Pessoal docente (por FREQUÊNCIA))']",FALSE,,,,,,,,
